system   D            wsystem.c:583  maybe_parent_dir                 [   0.00245] Also searching D:\Users\Ed Starkey\Google Drive\Git Repositories\Project 1\
display  D   display_settings.c:227  _al_score_display_settings       [   0.10157] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10159] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10161] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10163] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10166] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10168] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10170] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10172] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10175] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10177] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:227  _al_score_display_settings       [   0.10180] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10182] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:227  _al_score_display_settings       [   0.10185] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10187] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10189] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10191] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10194] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10196] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10198] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10200] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10203] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10205] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10208] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10210] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10212] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10214] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10217] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10219] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:227  _al_score_display_settings       [   0.10222] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10224] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:227  _al_score_display_settings       [   0.10226] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10228] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10231] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10233] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10235] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10237] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10240] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10242] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10244] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10247] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10249] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10251] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10253] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10256] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:227  _al_score_display_settings       [   0.10258] Vsync requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10260] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10263] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10265] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10267] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10269] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10272] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10274] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10276] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10278] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10280] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10282] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10286] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10288] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10290] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10293] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10295] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10297] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10300] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10302] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10304] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10306] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10309] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10311] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10313] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10315] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10317] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10319] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10322] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10324] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10326] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10329] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10331] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10333] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10335] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10338] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10340] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10342] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10344] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10347] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10349] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10351] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10353] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10355] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10358] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10360] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10362] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10365] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10367] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10369] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10372] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10374] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10376] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10378] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10380] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10382] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10386] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10388] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10390] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10392] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10395] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10397] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10399] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10401] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10404] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10406] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10408] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10410] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10413] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10415] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10417] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10419] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10422] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10424] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10426] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10428] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10431] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10433] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10435] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10438] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10440] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10442] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10445] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10447] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10449] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10451] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10454] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10456] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10458] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10460] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10462] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10464] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10467] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10469] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10471] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10473] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10476] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10478] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10480] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10482] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10485] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10487] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10490] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10492] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10494] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10496] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10499] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10501] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10503] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10505] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10507] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10509] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10512] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10514] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10516] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10518] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10520] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10522] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10525] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10527] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10529] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10531] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10533] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10535] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10538] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10540] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10542] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10544] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10546] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10548] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10550] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.10552] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10554] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.10556] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10559] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.10561] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10563] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.10565] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10567] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.10569] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10572] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.10574] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10576] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.10578] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10581] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.10583] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10585] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10587] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10590] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10592] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10594] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10596] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10598] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10600] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10603] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10605] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10607] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10609] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10611] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10613] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10615] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10617] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10620] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10622] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10624] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10626] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10628] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10630] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10632] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10634] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10637] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10639] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10641] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10643] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10645] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10648] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10650] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10652] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10654] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10656] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10658] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10660] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10663] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10665] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10667] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10669] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10671] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10673] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10675] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10677] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10680] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10682] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10684] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10686] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10689] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10691] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10693] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10695] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10697] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10699] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10702] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10704] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10706] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10708] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10712] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10714] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10717] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10719] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10721] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10723] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10725] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10727] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10729] Single Buffer requirement not met.
